header,author,publish_date,category,summary,text
Will the European Central Bank opt for a large rate cut in December?,Tina Teng,"25/10/2024,6:36 GMT+2",Economy,"Money markets see an increased likelihood of the European Central Bank (ECB) deepening its rate cuts in December following weak economic data. However, analysts expect the bank to maintain a gradual approach to rate reductions due to the persistent upside risks in inflation.","Market participants have raised their expectations for the European Central Bank (ECB) to take a significant step with its next interest rate move, following poor business activity indicators on Thursday. Money markets are now pricing in a 50% chance of the bank cutting the interest rate by half a percentage point in December. Meanwhile, ECB officials are divided on the necessity of such a large reduction. Major European government bond yields fell significantly after the weak October business activity readings in the manufacturing and services sectors on Thursday. Movements in bond yields typically reflect expectations of the ECB’s interest rate trajectory, particularly for short-term instruments. The yield on the 2-year German and French government bond, which is highly sensitive to interest rate changes, fell to yearly lows before rebounding, indicating that traders have increased their bets on a larger rate cut from the central bank. According to S&P Global’s flash estimates, the manufacturing Purchasing Manager Index (PMI) for both France and Germany has been contracting for more than two years in October, though Germany’s reading has improved. France’s services PMI is expected to slip back into contraction after two months of growth, suggesting that the boost from the Paris Olympics was temporary. This data, along with a sharp decline in headline inflation in September, has significantly raised the chances of the ECB delivering a steeper rate cut in December, following consecutive cuts in September and October—the first such moves in 13 years. The eurozone’s annual inflation fell to 1.8% in September, its lowest level in three years and below the ECB’s 2% target. However, core CPI, which excludes volatile items like food, energy, alcohol, and tobacco, remained relatively high at 2.7%. As such, the upcoming consumer price index for October, due next week, will be crucial for market sentiment. Michael McCarthy, market strategist and chief commercial officer at Moomoo Australia, said that eurozone inflation still presents “substantial upside risk.” He added: “Despite expectations, next week's core inflation reading for October is likely to show an increase in the year-on-year rate to 2.8% (from 2.7% previously),” and “If the increase exceeds consensus, there could be a sharp adjustment in interest rate markets.” ECB officials are divided over whether to implement a quarter-percentage-point or half-percentage-point cut, but all have expressed confidence that inflation will return to target. ECB President Christine Lagarde said in an interview with Bloomberg TV: “The pace will be determined based on backward- and forward-looking elements, using our three criteria and applying judgment.” Some Governing Council members, such as Mario Centeno from Portugal and François Villeroy de Galhau from France, argue that economic risks outweigh inflation risks. Meanwhile, others, including Klaas Knot from the Netherlands and Pierre Wunsch from Belgium, hold a more hawkish view, arguing that a 50 basis point cut is premature unless there is a further deterioration in the economic outlook. Slightly more officials favour a gradual approach rather than an accelerated step. In addition to inflation data, key eurozone economies will release their third-quarter Gross Domestic Product (GDP) figures next week, which will provide further insight into the region’s economic trajectory. The IMF has downgraded the euro area’s economic outlook to just 0.8% in 2024 and 1.2% in 2025, a 0.1% and 0.3% reduction from its July forecast. Dilin Wu, a research strategist at Pepperstone, wrote in an email to Euronews: “I believe the chances of the ECB cutting rates by 50 basis points in December are quite slim, especially after the back-to-back rate cuts.” However, she acknowledged the challenging economic conditions in the region: “A 50 basis point cut would represent a significant shift and could potentially trigger greater market turmoil.”"
Isabelle Huppert awarded the Prix Lumière & 10 key takeaways from her masterclass,David Mouriquand,"19/10/2024,11:29 GMT+221/10/2024,15:56 GMT+2",Cinema,"Isabelle Huppert was awarded the coveted Prix Lumière. Euronews Culture attended the ceremony, as well as her masterclass. Here are the 10 things we learned.","To mark the 15th anniversary of the Lumière Film Festival, Isabelle Huppert was awarded the prestigious Prix Lumière at the traditional award ceremony, held last night at the Amphithéâtre 3000 in Lyon. With an audience including the likes of Alfonso Cuarón, Claire Denis, Noémie Merlant, Anthony Delon, James Franco, Emmanuelle Béart and Julien Clerc (who took to the stage to play his famous song ‘Ma Préférence’ in honour of the evening’s main star), Huppert came on stage to receive her prize. She joins an illustrious list of past recipients, including Martin Scorsese, Jane Fonda, Quentin Tarantino, Jane Campion, Pedro Almodóvar and Wong Kar-wai. “I was told that the Lumière prize was special, but it's much more than I could have imagined, and yet I have a lot of imagination,” she shared, visibly moved and referencing the honour of being awarded a prize so intimately linked to the history of cinema. Speaking about looking back at the past and looking to the future, she finally emphasised the importance of the present, “this joyous and wonderful moment full of emotion.” Check out this video for clips of the evening, as well as reactions from some of the celebrities present at the award ceremony last night, whom Euronews Culture got to interview. Prior to the awards ceremony, Huppert participated in a masterclass, a rare exercise for the actress, who isn’t a huge fan of discussing her work and career in public. The on-stage conversation was with Lumière Film Festival boss and Cannes chief Thierry Frémaux, with the likes of Claire Denis and François Ozon, who both directed Huppert in White Material and 8 Women, as well as Coralie Fargeat (The Substance) and Anthony Delon sitting in the audience. She spoke openly and candidly about her career. Here are the 10 things we learned at the masterclass: Cinephile? Huppert revealed that prior to starting her acting career, she had seen few movies. “It’s still the case to this day. We didn’t go to the cinema that much back in the day. I’d need to come back to Lyon and the festival more often,” she quipped. Film choices Huppert has worked with some of the most renowned and international directors, from Bertrand Tavernier, Claire Denis, Werner Schroeter, Michael Haneke, Joachim Trier, to Hong Sang-soo, Paul Verhoeven, Wes Anderson and Ira Sachs - to name but a few. “I don’t know if I know how to read scripts, but maybe I can recognise filmmakers and that matters obviously in the choices we make,” she said. “The choices are difficult, mysterious even. It’s a mix of many things. It’s pure intuition, ultimately.” She also revealed that when reading scripts, she would make her mind up based on a line that would stick with her. For example, in La Pianiste (The Piano Teacher), Michael Haneke’s 2001 erotic psychological drama, she honed in on the line: “La froideur, ça vous dit quelque chose?” (“What does coldness speak to you?”). Speaking of which... Restraint at all costs Huppert is not known as the ‘warmest’ on-screen presence, with many of her roles characterised as chilly, standoffish or even emotionally distant. However, this is by design. Referencing that quote from The Piano Teacher, she stated that it “sums up everything it means to be an actor.” “It may seem surprising, but when people think of acting, you may think of feelings, therefore of sentimentality, of something more rounded. But when you’re acting, you’re in a certain coldness,” she said. “When (her character in The Piano Teacher, Erika) sees the young man play, she understands that his way of playing will probably be his way of loving, something that doesn’t do justice to the beauty of the music and therefore of the feeling. I believe it’s the same when you’re acting - you need to be detached from what you’re playing to be a better actor.” “I like to approach every character I play with a distance, which often allows one to place humour into moments and roles where it is least expected. The Pianist is not really a comedy, to say the least, but there are some funny aspects to it...” Speaking of Haneke... Near misses Huppert almost never worked with the celebrated Austrian filmmaker. “We kept missing each other,” she said. “He had first asked me to play in ‘Funny Games’ and I had decided to not do it. The film is extraordinary, but I found that it didn’t leave any room for the imaginary actress that I was. To me, the film was like a scientific and clinical demonstration of how violence operates on the spectator and how the spectator is the plaything of this staging.” After Funny Games, Haneke proposed two other films that she wasn’t able to do. By the time he suggested The Piano Teacher, an ultimatum was given. “He told me, if you don’t want to do it, it’s over, I won’t propose you another film,” shared Huppert. “For that reason, I said ‘Yes, of course, I’ll do it! And then, I really read the script while I was in the plane! The next minute, I was landing at the Vienna airport (for the shoot).” Huppert would then go on to star for Haneke in Le Temps du Loup (2003), Amour (2012) and Happy End (2017). A happy end, indeed. “Do you think you can coax Haneke out of retirement?” asked Fremaux. “Not sure,” she replied. The perfect soldier on set? When asked whether she did what she was told on set, Huppert rather diplomatically, but with a twinkle in her eye, answered: “Yes, if the film goes according to plan.” “When you say ‘yes’ to a project, several stories start. I was lucky to meet directors who let me tell stories between me and myself.” When asked whether there’d been any conflicts on set, Huppert shared that she didn’t have any on a personal level, but that she had witnessed some – mentioning French film director Maurice Pialat. “Conflict can be a way of dialoguing and it can be interesting too. Making a film is hard, and making a dream concrete is not easy. Conflict is just a part of life.” She later added: “The whole history of cinema, painting, and literature is made of that – that’s why you make films, it’s both a big mystery and a blessing… There are people who like it and people who don’t. I don’t think we make movies to please everyone. And all the better. The hegemonic fantasy isn’t good – we all see where that can lead...” Self-deprecation and confessions Throughout the masterclass, Huppert was very candid and self-deprecating about the projects she’d starred in, many of which “I’m sure no one has seen!” One of the films she mentioned was her role in Otto Preminger’s 1975 thriller Rosebud. The film was originally set to star Robert Mitchum, who left the project due to disagreements with Preminger. Actually, it was due to Mitchum’s heavy drinking and the fact that Mitchum shared with Huppert: “I couldn’t give a fuck about cinema anymore.” This saddened Huppert, who shared the anecdote that Mitchum had played her an artist he’d been listening to at the time: Kris Kristofferson, who died earlier this year. Huppert would then go on to star alongside Kristofferson in Michael Cimino’s epic western Heaven’s Gate, which was infamously panned and gained further infamy as a film that not only generated financial damage for the studios due to its budget costs, but had a wider effect on the American film industry as a cautionary tale for studios to shift away from director-driven films. “At least I got to tell Kris Kristofferson that he was Robert Mitchum’s favourite singer on the set of 'Heaven’s Gate'!” On misogyny “Misogyny doesn’t just exist in cinema – it’s everywhere. I’ve learned to see it and recognise it. It has never gotten in the way of my acting.” Stairs not lifts Speaking about her career, Huppert said that she isn’t afraid of taking on roles that demand her to be away from home or get out of her comfort zone. When asked whether she was ever abroad on a shoot and in her hotel room at the end of the day, asking herself ‘What am I doing here?’, she retorted: “I love being in hotels – it really isn’t the worst part of my profession! As long as I can access my room via stairs and not the lift.” Indeed, Huppert confirmed that she has a phobia of lifts. “I’m scared of lifts, but not the unknown.” On her favourite books Huppert stated that she’s not a fan of revealing too much about her personal life, and that includes her favourite books or the ones that have shaped her. “Tell me what you read, I'll tell you who you are... Where’s the fun in that?” She did however reveal... Did you know? An audience member randomly asked Huppert what her favourite flowers were. “Roses.” Now you know. The Lumière Film Festival ends on 20 October."
Vanessa Paradis talks of her musical dreams and AI nightmares,"David Mouriquand
                                            & Fred Ponsard","16/10/2024,11:35 GMT+218/10/2024,16:56 GMT+2",Cinema,"Euronews Culture sits down with Vanessa Paradis, whose film career is celebrated at this year's Lumière Film Festival.","Alongside Isabelle Huppert and Benicio del Toro, the iconic Vanessa Paradis is one of the Lumiere Film Festival’s guests of honour for this 16th edition. The 51-year-old multidisciplinary artist has done it all. From shooting to international fame at the age of 14 with her single ‘Joe Le Taxi’, sustaining a successful musical career with critically acclaimed albums like 1988’s ‘M et J’, 2000’s ‘Bliss’ and the stunning ‘Divinidylle’ in 2007, to modelling and a filmography that has seen her collaborating with some of the greatest modern filmmakers like Jean-Claude Brisseau (Noce Blanche), Patrice Leconte (Une Chance Sur Deux, La Fille Sur Le Pont), Jean-Marc Vallée (Café de Flore), and Yann Gonzalez (Knife + Heart), there isn’t much the French star hasn’t done. Of course, she became known for a while in the world press as the wife of Johnny Depp, but her career trumps any tabloid gossip. She’s won countless prizes for her contributions to music and cinema, and the Lumière Film Festival is celebrating the latter with the screening this year of three of her most beloved films: the aforementioned La Fille Sur Le Pont (The Girl on the Bridge) and Café de Flore, as well as the hit romcom L’Arnacoeur (Heartbreaker) by Pascal Chaumeil. Euronews Culture sat down with Vanessa Paradis to chat about the festival, her desire to one day star in a musical, her fears regarding artificial intelligence, and what the next few years have in store for one of France’s most beloved performers. Euronews Culture: You're one of the guests of honour at this year’s edition of the Lumière Film Festival – how does it feel to have your on-screen career celebrated in the birthplace of cinema? Vanessa Paradis: It’s obviously very flattering and moving. Before I came to the festival, I knew there was going to be a masterclass I’d have to attend, and I was wondering whether I was going to have anything interesting to say! But it's a wonderful festival that celebrates cinema and the heritage of cinema. There are so many people - sublime cinephiles! I mean, I can be a cinephile, but I'm often missing references and half the information, and so it can be less exciting to talk about cinema. In this case, we happened to be talking about the films I've made and shot. And I didn't know that there was going to be a five-minute montage with lots of extracts from films I've been in. It made me dizzy, and very emotional. I was afraid I was going to answer questions with tears in my eyes... It was a lot! It’s true that it’s a festival that provokes a lot of emotions... Yes, because guests come to talk about their films and the films of others, but there's no competition at the Lumière Festival. There’s nothing at stake, so everyone's much more relaxed. It’s so rare in fact... How can I put it? In our lives, in our jobs, it's always one thing for another. We use each other. But here, it’s a celebration and more of a gift. It's something free. That’s an ugly way to describe it, but do you see what I mean? It's something natural. And then to go and see films - old films you wouldn’t get to see on the big screen... I think of parents who come with their children to see these films and that for me is very, very moving. It’s both intimate and quite grandiose... That’s exactly it. We had the opportunity to ask you prior to the opening ceremony what your “Rosebud film” was – the film that makes you love cinema and which you go back to the most. You told us that it was Singin’ In The Rain – which seems perfect for you, as both a singer and an actress. Which leads me to the question – when are we getting a musical? It's my dream to star in one! I've been offered musicals, but they're not completely musicals - they are musical from time to time. I did get the chance to be in the Poiraud brothers’ film Atomik Circus, in which I got to sing a few songs and dance a few numbers... But it wasn’t fully a musical. The musical I dream of starring in is the kind for which I have to train for a whole year – to learn how to dance numbers I don’t know, to sing incredible songs while telling a sumptuous story. That’s my dream! I can kick myself for not getting there after all these years of working. Maybe I haven’t provoked it enough or looked for it hard enough. But it’s never too late! I ended up rewatching your 1998 film Une Chance Sur Deux the other day, in which you star opposite two titans of French cinema, who are sadly no longer with us: Jean-Paul Belmondo and Alain Delon, who died a few months ago... I'm incredibly lucky to have been the one who was on that set, between Delon and Belmondo, and to have been filmed by Patrice Leconte. Who wouldn’t want to act with these two, who were reuniting on screen after all these years? And I got to be the young woman for whom these two potential fathers are fighting for. I can say that I was lucky enough to shoot with these two, and also to shoot with Jeanne Moreau, with Depardieu, Bruno Crémer, Daniel Auteuil... I’m forgetting to mention many others, but it’s crazy how lucky I’ve been and how emotional it makes me. Your taste for comedy stands out in your filmography, as well as a kind of anti-conformism in your choice of roles. It's a desire for adventure. A desire to experience things that you don't get to in real life. To play strong roles, to play colourful roles and to express yourself.  That's what's so exciting about playing strong, playing crazy, playing poetic. I’ve had the pleasure of working with people who have had a lot of humour and a lot of poetry. And, of course, a lot of love too. So, when I'm playing a difficult or gentle role, there's always that in my heart – because at the end of the day, we're all people who want to be loved and to love. To come back to the Lumière Festival, it feels like the ideal festival for cinephiles, with its restorations of older films, some of which you can see on screen for the first time in decades. This seems to clash with the rampant use of AI in both cinema and music, as artificial intelligence seems to be in contradiction to what this festival represents in terms of cultural heritage. What do you make of these technological advances? Are you intrigued or scared that it could represent the beginning of the end for creatives like yourself? Yes, it scares me. After that, however, I don't know. I don't know enough about artificial intelligence to know exactly what it can and can’t do, but I do know that for medicine, for example, it's something extraordinary and that it can save lives. In this case, I think it's fabulous. On the other hand, in art, I find the use of AI totally horrible. What's more, there are a lot of people who hijack our images, our lyrics, our songs, who fool the public...  I find this ugly. And it shows once again that human beings always go a bit too far with things that have the potential to be good. There’s always a moment when we go too far. As a species, we’re not particularly subtle... True. But I don't believe that AI can kill the creative profession. I mean, I don't want to believe it. Already, artificial intelligence can’t endanger live shows. We'll always have that. As for cinema... Well, look at this year’s Prix Lumière winner - Isabelle Huppert. Let’s see AI try to create a fake Isabelle Huppert! AI will never be able to do on screen what she is able to make us feel with her acting, with her powerful emotions. I can’t believe that an artificial intelligence could match her. You’re a shape-shifting and versatile artist. What does the future hold for you? Whether it’s music, cinema, and also theatre, after your Molière nomination with the play 'Maman'... What do the next few years look like? I can see the next few years going quite well, because I'm actually going to start shooting a film next week. It's Jérôme Commandeur's next film, with François Damiens and Laurent Lafitte. I can't wait to get started. And then I'm also in the process of preparing my new album, so when it's done, I'll have to release it and tour it... So the next few years are going to be pretty busy! And I almost forgot, there's also the Anne Le Ny film which I shot last year (Histoire d’un mariage) and will be released this coming February. So as you can see, very busy! And soon hopefully, that musical you’re dreaming of... Yes, hopefully... Fingers crossed! The Lumière Film Festival runs until 20 October."
Tech billionaires are on track to become the world's first trillionaires. Who will get there first?,Imane El Atillah,"13/10/2024,14:41 GMT+216/10/2024,14:46 GMT+2",Tech News,"The tech industry is home to eight of the world’s ten wealthiest individuals, but who among them will be the first to reach trillionaire status?","Meta CEO Mark Zuckerberg, one of the richest people in the world, has recently joined the exclusive group of those whose wealth has reached or exceeded $200 billion (€182.57 billion). Therefore, he becomes the newest member of this elite club, which includes only two other tech leaders - Amazon founder Jeff Bezos and Tesla CEO Elon Musk. Zuckerberg's wealth accumulation is largely attributed to his position as the largest shareholder of Meta, the parent company of social media networks Facebook, Instagram, and Threads, as well as the messaging platform WhatsApp. According to Bloomberg’s Billionaires Index, the three richest individuals in the world all come from the technology industry. Indeed, out of the top 10 wealthiest people, eight are from this sector. These include some notable names such as Larry Ellison, founder of Oracle, followed respectively by Microsoft co-founder Bill Gates and Larry Page, co-founder of Alphabet, Google’s holding company. The tech industry has also been one of the best-performing sectors, with six out of the seven companies to have reached trillion-dollar status coming from this field. According to a recent report by Informa Connect Academy, Microsoft, Apple, Nvidia, Alphabet, and Meta are all valued at over $1 trillion (€918 billion) as of July 2024. The same report also explored which of today’s multi-billionaires were most likely to reach trillionaire status, with predictions that the world could see its first trillionaire in as few as three years. The analysis was based on the net worth data of the 30 wealthiest people in the world, and calculations of their average annual growth rate over the last five years. The results were then used to create 30-year forecasts for each person's wealth to predict who is likely to become a trillionaire and estimate the year they would reach that status. Leading the list was Musk who could become the first trillionaire by 2027, with a net worth value ""growing at an average rate of 109.88 per cent every year"". The majority of Musk’s fortune is tied to his stakes in Tesla, the world's most valuable car manufacturer, and private rocket company SpaceX. He also owns about 79 per cent of X Corp, which he acquired in 2022 for $44 billion (about €39.6 billion), though its value has significantly fallen since then. Moreover, Musk also owns stakes in several startups including Neuralink, The Boring Company, and xAI. He could be followed by Gautam Adani, founder of the Adani Group, based in India, who is expected to reach the trillionaire status by 2028. That same year, Jensen Huang, one of the founders of the trillion-dollar company NVIDIA, is anticipated to become the next tech-industry trillionaire, with an annual growth rate in net worth of nearly 112 per cent. Out of all the 28 individuals predicted to become trillionaires within the next 30 years, 11 (about 40 per cent) were from the technology field alone. The list included other major names in the industry such as Zuckerberg and Bezos as well as Larry Page, Zhang Yiming, the founder of TikTok's parent company ByteDance, and Bill Gates, rounding out the list."
,,,,,
Weekly recap: Uncertainty moves markets into retreat from all-time highs,Tina Teng,"25/10/2024,9:16 GMT+211:07",Markets,Global markets are set to finish the week lower due to uncertainties surrounding the economic and political landscape ahead of the US presidential election and the Japanese general election. Risk-off sentiment shaped market trends as precious metal prices surged.,"Both European and US markets retreated from all-time highs and are likely to end the week lower as the rally lost momentum. Risk aversion seems to be driving the selloffs amid economic concerns and the upcoming US presidential election. Safe-haven assets such as the US dollar, gold, and silver climbed further, while the euro and other currencies, as well as crude oil and copper prices, declined due to soured sentiment. US government bond yields rose to a three-month high as markets expect the Federal Reserve to slow the pace of rate cuts for the rest of the year. European benchmarks are all in the red for the week, with the Euro Stoxx 600 falling by 0.86%, Germany’s DAX down by 1.09%, France’s CAC 40 losing 1.44%, and the British FTSE 100 declining by 1.06% over the past five trading days. At the sector level, most sectors experienced negative weekly performance due to downbeat sentiment, with mining and energy stocks being the biggest laggards. Major miners and oil producers, such as Rio Tinto, BHP, BP, and Shell, continued to decline amid falling industrial metal and crude oil prices. The IMF downgraded the eurozone’s economic outlook, citing particular weakness in manufacturing activity in Germany and Italy. Among large-cap stocks, performances were mixed. Novo Nordisk fell 2.4%, while LVMH and ASML rebounded nearly 4% over the week, recovering from recent drops. However, both stocks are still down by 15% and 3% year-to-date due to disappointing quarterly results. China's economic slowdown remains a primary challenge for these major European companies. On the earnings front, SAP reported strong quarterly earnings, driving its shares to an all-time high. The German tech giant's cloud revenue rose by 25%, with its artificial intelligence-backed business accelerated in growth due to restructuring efforts and a strategic shift. In the UK, Barclays unveiled solid quarterly results, with its investment bank's revenue increasing by 6% year-on-year. Its shares soared to a nine-month high in pre-market hours, with the positive outcome attributed to a strategic overhaul focused on cost-cutting, announced earlier this year. The euro weakened further against the US dollar over the week despite a rebound on Thursday. The weakness in the euro is due to rising US government bond yields, contrasting with declining yields in major European counterparts. Economic data has also increased the likelihood of the ECB accelerating its rate cuts. According to Eurostat, eurozone manufacturing activity remained in contraction in October, especially in France. Despite a slight improvement in Germany, the figures remained weak, suggesting ongoing challenges for economic growth in the region. US stock markets also ended the week on a negative note as rising government bond yields pressured equity valuations. The bond selloff echoed trends from 1995, with traders expecting a soft landing for the US economy following better-than-expected October data. However, S&P Global estimates indicate that US manufacturing activity may remain in contraction for the fourth consecutive month in October. Over the past five trading days, the Dow Jones Industrial Average decreased by 2.08%, the S&P 500 declined by 0.93%, and the Nasdaq Composite lost 0.4%. Within the S&P 500, eight out of eleven sectors posted weekly declines, with industrial and materials leading losses, down by 2.15% and 2.73%, respectively. Utilities, real estate, and consumer discretionary were the only sectors to post slight gains. Tesla reported better-than-expected third-quarter earnings, sending its shares soaring 22% on Thursday and erasing most of its October losses. The company’s automotive revenue returned to growth after declining for the past two quarters, and the Cybertruck achieved profitability for the first time since its deliveries began late last year. Stock markets in the Asia-Pacific region were mostly lower for the week, reflecting global trends. Japan's benchmark Nikkei 225 fell more than 3% ahead of the country’s general election this weekend. The Bank of Japan's rate decision will be closely watched next week. Australia's ASX 200 also dropped by less than 1%, largely due to the underperformance of the mining sector. However, Chinese markets stabilised as investors reassessed the impact of the government’s stimulus measures"
,,,,,
"First North Korean troops reach Russian combat zone, Kyiv reports",Euronews,"24/10/2024,22:05 GMT+222:16",Europe News,The EU has condemned this move as a violation of international law.,"The first North Korean military units trained in eastern Russia have arrived in the combat zone, Kyiv reported on Thursday. North Korean soldiers were already spotted in Russia's border region of Kursk on Wednesday, The Ukrainian Defence Ministry's Main Directorate of Intelligence said. According to Ukrainian authorities, Pyongyang troops arriving in Russia are being trained at five military training grounds located in the country's east. The soldiers whom Russia intends to use in the war against Ukraine are given several weeks of training before their deployment. The number of North Korean troops stationed in Russia currently totals around 12,000, including 500 officers as well as three generals, according to Ukrainian intelligence information. Russian Deputy Defence Minister Yunus-Bek Yevkurov has reportedly been assigned the task of overseeing the training of North Korean troops. Pyongyang is supplying the soldiers with ammunition, bedding, winter clothing and footwear, and hygiene products. Moscow is also providing each North Korean soldier with standard rations of 50 metres of toilet paper and 300 grams of soap each month, authorities claim. Ukrainian intelligence believes that the Kremlin has high hopes for North Korean reinforcements in its war against Ukraine. The authorities in Kyiv, including President Volodymyr Zelenskyy, have repeatedly warned that Pyongyang is sending its troops to get involved in the fighting. South Korea and the US have also previously warned of the impending deployment of North Korean troops to the Ukrainian front. Russian President Vladimir Putin, at a press conference following the BRICS summit in Kazan, commented for the first time on reports about the presence of soldiers from North Korea in Russian territory for deployment in its full-scale invasion of Ukraine. An NBC News correspondent at the conference asked the Russian leader about the military's goals, citing satellite images purporting to show Pyongyang soldiers in Russia. ""Imagery is a serious thing. If there are images, it means they reflect something,"" Putin said. The Russian president also noted that the State Duma ratified a strategic partnership treaty with North Korea on Thursday. The treaty includes an article on mutual military assistance. ""We have never doubted that the North Korean leadership takes our agreements seriously,"" Putin said, ""but what and how we will do is already our business within the framework of this article."" ""The European Union is deeply alarmed by reports that North Korea is sending troops to participate in Russia's illegal war of aggression against Ukraine,"" the EU's High Representative for Foreign Affairs and Security Policy Josep Borrell said in a statement. ""This would be a serious violation of international law, including the most fundamental principles of the UN Charter,"" Borrell said, warning of ""serious consequences for European and global peace and security"". The EU strongly condemns the deepening military cooperation between Pyongyang and Moscow and arms transfers, which flagrantly violate numerous UN Security Council resolutions, he added. The EU ""will coordinate its actions with international partners on this issue, including retaliatory measures,"" Borrell concluded."
,,,,,
,,,,,
,,,,,
Sifan Hassan went from refugee to six-time Olympic medallist,Euronews,"26/10/2024,11:00 GMT+2",The Dialogue,"Dutch athlete Sifan Hassan made history at the Olympics Paris 2024, winning three medals and breaking a world record in the marathon.","From her childhood in Ethiopia to her first professional race in the Netherlands, where she arrived as a refugee, Sifan Hassan's story is one of remarkable grit and determination. The endurance runner travelled to Qatar to establish a women's track and field program with Qatar Foundation and to share her inspiring journey in the sport."
